series;model;train_time;val_MAE;val_RMSE;val_sMAPE;test_MAE;test_RMSE;test_sMAPE;error_occurred
A;LSTM (128u, 12w, 150e, 64b);18,7383;0,0795;0,0916;2,9216;0,1835;0,2005;6,3843;False
A;LSTM (128u, 18w, 50e, 16b);14,8702;0,1132;0,1419;4,2224;0,3347;0,3622;11,9890;False
A;LSTM (128u, 18w, 50e, 32b);13,3930;0,2234;0,2393;7,9221;0,0671;0,0942;2,3220;False
A;LSTM (128u, 18w, 50e, 64b);28,1899;0,0820;0,0938;3,0109;0,1804;0,1975;6,2756;False
A;LSTM (128u, 18w, 100e, 16b);22,2428;0,2240;0,2391;7,9497;0,0660;0,0941;2,2860;False
A;LSTM (128u, 18w, 100e, 32b);19,8630;0,1592;0,1702;5,7356;0,0986;0,1203;3,3978;False
A;LSTM (128u, 18w, 100e, 64b);17,2755;0,0651;0,0822;2,4012;0,2020;0,2194;7,0497;False
A;LSTM (128u, 18w, 150e, 16b);30,4511;0,1479;0,1804;5,5716;0,3749;0,4052;13,5437;False
A;LSTM (128u, 18w, 150e, 32b);24,6406;0,1562;0,1668;5,6320;0,1015;0,1228;3,4968;False
A;LSTM (128u, 18w, 150e, 64b);21,6907;0,0734;0,0880;2,7023;0,1903;0,2076;6,6291;False
A;LSTM (128u, 24w, 50e, 16b);16,3206;0,0579;0,0776;2,1371;0,2222;0,2410;7,7852;False
A;LSTM (128u, 24w, 50e, 32b);14,3793;0,0876;0,0981;3,2145;0,1743;0,1916;6,0551;False
A;LSTM (128u, 24w, 50e, 64b);13,0695;0,0807;0,0927;2,9651;0,1817;0,1985;6,3221;False
A;LSTM (128u, 24w, 100e, 16b);24,3553;0,0728;0,0965;2,6868;0,2802;0,3028;9,9247;False
A;LSTM (128u, 24w, 100e, 32b);20,5489;0,0577;0,0774;2,1302;0,2268;0,2459;7,9532;False
A;LSTM (128u, 24w, 100e, 64b);18,7026;0,0700;0,0856;2,5784;0,1948;0,2123;6,7920;False
A;LSTM (128u, 24w, 150e, 16b);33,7885;0,0648;0,0824;2,3927;0,2044;0,2227;7,1347;False
A;LSTM (128u, 24w, 150e, 32b);27,1366;0,2141;0,2281;7,6212;0,0634;0,0945;2,1982;False
A;LSTM (128u, 24w, 150e, 64b);23,5098;0,0573;0,0771;2,1142;0,2240;0,2427;7,8491;False
